;Nº RM;MÊS;ANO;PRINCÍPIOS DIVINOS;SUNKYO;GOSEIGEN;ENSINAMENTO OSHIENUSHISAMA;ENSINAMENTO SUKUINUSHISAMA;DEPOIMENTOS / RELATOS DE EXPERIÊNCIAS;EXTRAS.1;AGRICULTURA YOKO;MAHIKARI-TAI.1;TORNAR-SE UMA PESSOA QUE RECEBE PROVIDÊNCIAS DE DEUS;VOZ DA FELICIDADE;NO CAMINHO DO AMOR E DA SINCERIDADE;FÓRUM DA CRUZ PARA REFLETIR SOBRE O SÉCULO XXI;ECOA DO TEMPLO MUNDIAL SUZA O SINO DA AURORA DA CIVILIZAÇÃO ESPIRITUALISTA;PRÁTICA DAS NORMAS DE CONDUTA E BOAS MANEIRAS DO KAMI-KUMITE;UM PASSO DE ELEVAÇÃO;A GLÓRIA DE VIVER DEDICANDO-SE NA TERRA SAGRADA;BRILHEM EXERCENDO OS TRÊS PAPÉIS DA EXPANSÃO;RUMO AO NOVO, VERDADEIRO E SAGRADO SÉCULO XXI;RUMO À ECONOMIA ESPIRITUALISTA DO SAGRADO SÉCULO XXI;A RETRIBUIÇÃO A DEUS E A SALVAÇÃO DAS PESSOAS;IMAGEM DA VONTADE CELESTIAL;FONTE DE MILAGRES;SER PRECURSOR NA SALVAÇÃO DO MUNDO, NA ABERTURA DO NOVO E SAGRADO SÉCULO;LUZ DO AMOR;VIDAS QUE BRILHAM COM AL LUZ DE DEUS;SUKUINUSHI-SAMA, OS 100 ANOS DO SEU NASCIMENTO;A FORMAÇÃO DE DEZ MIL PESSOAS DA CIVILIZAÇAO ESPIRITUALISTA;EXTRAS.2;FAZENDA YOKO;DIÁLOGO ENTRE MÃE E FILHO;A FÉ VOLTADA A DEUS E A EDUCAÇÃO DA LEI DA VERDADE;O CAMINHO PARA SE TORNAR SEMENTE DO SAGRADO SÉCULO XXI;CULTIVANDO AS SEMENTES DA PRÓXIMA GERAÇÃO;MAHIKARI-TAI 2
170;108;MAR;2006;NULO;CRIANDO UMA CIVILIZAÇÃO DE AMOR E HARMONIA;FAZER COM QUE SE TORNEM PRATICANTES;JOVENS, APRIMOREM SUA NATUREZA DIVINA! ;O PROFUNDO SIGNIFICADO DAS CERIMÔNIAS                                                                                                                         . O sentimento mais profundo apropriado para participar das cerimônias                                                                                                                           . Encaminhar os outros para a Mahikari mostra que estamos participando ativamente do Plano Divino;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
171;109;ABR;2006;NULO;HUMANIDADE - UM BROCADO MULTICOLORIDO;FILHOS DE DEUS;O TEMPO DOS CÉUS, EM QUE OS DEUSES PRONCIPAIS SE UNEM E JUNTOS ATUAM PARA A REFORMA DO MUNDO                                                                                                                                                                                       . Cerimônia Especial para o renascimento espiritual de Angola                                                                                                                                                                   . A profunda afinidade entre a África do Sul e os deuses principais;REGENERAR NOSSO ESPÍRITO PARA QUE POSSAMOS MANIFESTAR AMOR ALTRUÍSTA - AMOR POR TODA A HUMANIDADE                                                                                                     . Encorajem o espírito de dedicação                                                                                                                      . Nossa afinidade com Deus é digna de profunda gratidão                                                                                                                                                     . Ajudar pessoas a se regenerar, mostrando-lhes a força milagrosa da Luz de Deus;1. A ASPIRAÇÃO QUE PARTE DE BOSSO PARA A SALVAÇÃO DO MUNDO (Mitiko Yoshii - Ooami - Tiba - Japão)                                                                                                                                                                 2. SEM LIMITES PARA IMPOR A MÃO (Haruo Soga Sosa - Lima - Peru) MTai                                                                                                           3. A CONSTANTE PRÁTICA DA LEI DA VERDADE E A PARTICIPAÇÃO NO GRANDE ENCONTRO (Silvia Takahashi - São Paulo - Brasil)                                     ;REPORTAGEM ESPECIAL                                                                                                                               (Sede de Grau Básico de Fujiidera)                                                                                                                                             É OMOMENTO DE OBTER RESULTADOS, PRATICANDO OS PRINCÍPIOS DIVINOS E UTILIZANDO A PLANILHA DA MUDANÇA DE SONEN;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;É A ÉPOCA DE FZER FRUTIFICAR A PRÁTICA DA LEI DA VERDADE, DEDICANDO A VIDA ÀS ATIVIDADES DE SALVAÇÃO DO MUNDO                                                                                                                              1. OBJETIVANDO O AVANÇO DA MEDICINA ESPIRITUALISTA APÓS O SEMINÁRIO SUPERIOR  (Chang Dong Kim - São PAulo - Brasil)                                                                                                                                            2. A PRÁTICA DA LEI DA VERDADE, COMO EDUCADORA E PSICÓLOGA (Fabíola Escalona - Caracas - Venezuela)5;NULO;NULO;NULO;REPORTAGEM ESPECIAL                                                                                                                               (Sede de Grau Básico de Fujiidera)                                                                                                                                             É OMOMENTO DE OBTER RESULTADOS, PRATICANDO OS PRINCÍPIOS DIVINOS E UTILIZANDO A PLANILHA DA MUDANÇA DE SONEN;NULO;NULO;NULO;NULO;NULO;NULO
172;110;MAI;2006;NULO;VAMOS NOS TREINAR PARA POLIR NOSSAS CARACTERÍSTICAS CONCEDIDAS POR DEUS                              ;A FORÇA-PRÓPRIA DA FORÇA-ALHEIA;A FONTE DA PRÁTICA DO SUKYO                                                                                                                                                                    . O verdadeiro propósito da religião, da política e da ciência                                                                                                                                                               . Os Princípios Divinos ou leis da fé dirigida a Deus                                                                                                                  . Sukyo: o extraordinário Ensinamento para toda a Humanidade;NULO;1. APOIADA NA DEDICAÇÃO DA MÃE (Naomi Tsujimura - Kyoto - Japão)                                                                                                                                                                         2. A PRÁTICA DA IMPOSIÇÃO DA MÃO, COM ALEGRIA E CORAGEM (Mizuki Katayama - Kurume - Fukuoka - Japão) MTai                                                                                                                                                                    3. A PRÁTICA D IMPOSIÇÃO DA MÃO COM A META DE ENCAMINHAR OS AMIGOS (Maho Shiomi - Maizuru - Kyoto - Japão) MTai                                                                                                                                     4. AJUDANDO AMIGOS PELA IMPOSIÇÃO DA MÃO (Alessandra Satiko Kachiwasaki - São Paulo - Brasil) MTai;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;"1. A MÁQUINA DE POLIR QU PAROU GRAÇAS AO OMITAMA (Naoyuki Maruoka - Shiraishi - Hokkaido - Japão)                                                                                                                                              2.  A IMPOSIÇÃO DA MÃO CORAJOSA, QUE APARTOU UMA BRIGA (Mitiko Matsumoto - Futyu - Tokyo - Japão)                                                                                                                                  3. A SALVAÇÃO DA ESQUIZOFRENIA (Hirozo YAgi - Aomori - Japão)                                                                                                              4. O MILAGRE RECEBIDO PELA VENERAÇÃO DOS ANTEPASSADOS (Naoko Takagi - Tsukuba - Ibaragui - Japão)                                                                                                                5. SAIU ÁGUA DA TORNEIRA QUE ESTAVA SECA (Emiko Yokota - Kurashiki - Okayama - Japão)                                                                                                                              6. PRIMEIRO LUGAR NO ""CONCURSO DE BELEZA"" DAS VACAS (Nariko Touma - Okinawa - Japão)";NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
173;111;JUN;2006;NULO;DAI E SER-VOS-Á DADO;UMA FRAÇÃO DOS TAMASHII DOS 48 DEUSES ;O ADVENTO DA ERA DA LUZ POSITIVA                                        . Da era da luz negativa para a era da Luz Positiva                                                                                           . Uma era de grande compensação para a Humanidade                                                                                                                                . O advento da ers da verdadeira salvação;PROTEGENDO OS PRINCÍPIOS DIVINOS                                              . Sigamos um modo de vida centrado em Deus                                                                                                               . Uma religião de prática;1. FAZENDO DAS ORIENTAÇÕES A BASE DO MEU DI-A-DIA COMO DIRIGENTE (Masahiro Suzuki - Shidobutyo do Setor da América Latina)                                                                                                                        2. A CONCRETIZAÇÃO DA INTENÇÃO DE DEUS ESTÁ NA ELEVAÇÃO ESPIRITUAL DOS DIRIGENTES (Takamasa Yano - Shidobutyo Hossa do Setor de Kansai - Hyogo - Japão)                                                                                                                         3. NA JUVENTUDE, RECEBI O MAIOR TESOURO DA MINHA VIDA (Hisako Fukushima - Takayama - Tyukyo - Japão)                                                                                                                                                           4. INTENSIFICANDO A PRÁTICA DOS PRINCÍPIOS DIVINOS APÓS O SEMINÁRIO SUPERIOR (Thelys Stamateris - Caracas - Venezuela)                                                                                                                                                         5 . A SALVAÇÃO QUE SE ESTENDE AOS PAIS (Luan Martins Kirchhoff - Curitiba - Brasil) MTai;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
174;112;JUL;2006;NULO;ACABOU A ÉPOCA DE SERMOS MIMADOS;KAN; OS PRINCÍPIOS DIVINOS E A ARTE MAHIKARI                                                                                                                             . O que são Princípios Divinos                                                                                                                              . O Princípio Divino do Missogui Harahi                                                                                                                . Todos os caminhos levam à mesma Verdade, que está no topo;"A FUNÇÃO ESPIRITUAL DE ""FU"" E O PRINCÍPIO DA PROSPERIDADE ETERNA NO UNIVERSO                                                                                                                                             . A função espiritual da sílaba ""fu"" e a materialização de todas as coisas                                                                                                                                                      . Purificação e Princípio da Prosperidade";1. CÍRCULO VIRTUOSO NA FAMÍLIA, GRAÇAS À IMPOSIÇÃO DA MÃO (Hirono Tanaka - Kumamoto - Japão)                                                                                                                                                   2. QUANDO DEIXAMOS DE FOCAR EM NÓS MESMOS, DEUS NOS AMPARA (Julisa Helena do Nascimento - Campinas - Brasil) MTai                                                                                                                                                                          3. COMEÇAR É FÁCIL, DIFÍCIL É PERMANECER NA FÉ DIRIGIDA A DEUS (Sonia Rita Bilineli do Prado Souza - São Paulo - Brasil);NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
175;113;AGO;2006;NULO;DEUS ESTÁ TRABALHANDO PARA REFORMAR NOSSO ESPÍRITO;FRAÇÃO DO ESPÍRITO DIVINO DE UM DOS 48 DEUSES;"A VIDA DE SUKUINUSHISAMA NO EXÉRCITO E SEU DESEJO DE AJUDAR A SALVAR O MUNDO                                               . O Festival Nacional do Plantio de Árvores e a conduta dos japoneses                                                                              . Contrariando seu desejo pessoal, Sukuinushisama tornou-se soldado                                                                              . A era Taisho - um tempo mais honrado                                                                          . A experiência de Sukuinushisama com o Grande Terremoto de Tóquio - ""Não vos esqueçais do tumulto, mesmo na calma""                                     ";ACEITANDO A VONTADE DIVINA EM NOSSA VIDA                                                                                                    . Aprendendo a seguir o fluxo dos acontecimentos                                                                                                               . Aprendendo a ser aberto e receptivo ao que a vida nos dá                                                                                              . Ser absolutamente grato pelas providências de Deus;1. PERCEBENDO O ENGANO NA DEDICAÇÃO A DEUS (Takako Arimura - Kagoshima - Japão)                                                                                         2. JOVENS ATUANDO UNIDOS EM PROL DA VIDA (Ricardo Eugênio B. Ramos Filho - Natal- Brasil) MTai                                                                                                  3. VENCENDO DESAFIOS COM A CORAGEM IMBATÍVEL DA JUVENTUDE! (Ana Flávia Assis Azevedo Souza - Salvador - Brasil);NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
176;114;SET;2006;NULO;CULTIVANDO O DESEJO DE OFERECER SERVIÇOS A DEUS;O MOMENTO PARA VIVER A CIÊNCIA DIVINA DO BEM MÁXIMO E PLENO, A NATUREZA;KAMUKANNON E A ARTE MAHIKARI                                                                                                                                          . O verdadeiro significado de Kannon                                                                                                                                              . Sejam testemunhas da Luz de Deus                                                                                                                                    . Aproveitem para obter a abundante e extraordinária Força de Deus                                                                                        . Aprendendo a seguir um correto modo de vida;REGENEREMOS NOSSO ESPÍRITO, A FIM DE NOS TORNARNMOS PESSOAS-SEMENTES                                                                                                      . O objetivo da Arte Mahikari                                                                                                  . Adote uma vida centrada no espírito                                                                                            . Vamos promover a Vontade Divina e divulgar o Ensinamento com entusiasmo                                                                                     ;1. A LUZ DE DEUS DISSIPOU MEUS CONFLITOS (Maria Alzira Coelho da Costa Nobre - Santa Maria - Brasil)                                                                                                                                                  2. RETRIBUIR A DEUS, VENERANDO O SAGRADO GOSHINTAI (Nilma Sanches Flores - Goiânia - Brasil);MENSAGEM DE FELICITAÇÕES DO ODAIRISAMA;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;MENSAGEM DE FELICITAÇÕES DO ODAIRISAMA;NULO;NULO;NULO;NULO;NULO;NULO
177;115;OUT;2006;NULO;A RESPONSABILIDADE DOS KUMITE VETERANOS;O MUNDO DIVINO ESPIRITUAl AVANÇA DECISIVAMENTE;O SURGIMENTO DOS PRINCÍPIOS DIVINOS                                            (Explicação do Livro de Orações - Parte 24)                                                                        . O Livro de Orações do Yokoshi e o Gosseiguen                                                                                                                                                . Deus SU envia Sukuinushisama ao mundo físico                                                                                                                             . Arte Mahikari - a Luz da Salvaçao do mundo                                                                                                                                       . Os Princípios Divinos                                                                                                                               . A essência da oração;O ESFORÇO PARA SE DIVINIZAR E O VERDADEIRO SENTIDO DE LIBERDADE                                                       . A verdadeira natureza dos seres humanos é a de filhos de Deus                                                                                                                                                         . O verdadeiro significado de liberdade                                                                                                                            . Para se divinizar, são necessários esforços;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
178;116;NOV;2006;NULO;RESTAURANDO A NATUREZA DIVINA;OS HOMENS, TODOS JUNTOS, HABITARÃO O PARAÍSO;O AMANHECER DE UMA NOVA ERA NA HISTÓRIA DA HUMANIDADE                                                                                       (Explicação do Livro de Orações - Parte 25)                                                                                                                                                                                             . A necessidade de reformar o sistema escolar japonês e de inserir nele a educação moral                                                                                                                                                      . Os (novos) Princípios Divinos estão aparecendo agora, pela primeira vez na História                                                                                                                                                               . A grande oportunidade para promovermos o renascimento e a renovação da religião                                                                                                                                                   . O sistema para encorajar todos os seres humanos a terem fé dirigida a Deus e o Princípio da Prosperidade;CULTIVAR A GRATIDÃO POR TUDO E LUTAR CONTRA O DESPERDÍCIO                                                                                                                                                       . Afaste-se do egocentrismo do desperdício                                                                                                                                                                 . Cultive a generosidade                                                                                                          . Esforce-se para se tornar uma pessoa a quem tudo é dado sem que tenha pedido;1. NOSSA FAMÍLIA AVANÇA UNIDA NO CAMINHO DA FELICIDADE (Mitiko Tanaka - Gunma - Kanto - Japão)                                                                                                           2. DAR ASSISTÊNCIA ÀS CRIANÇAS PARA DEVOLVER O BRILHO À SOCIEDADE (Yoshimi Wada - Kashihara - Kansai - Japão)                                                                                                                                           3. MUDAR ATITUDES PARA CRESCER (Greci Arcênio de Andrade - Recife - Brasil) MTai                                                                                                                                                          4. SER UM MAHIKARITAI É ADQUIRIR UM DIFERENCIAL COMO JOVEM (Rafael Parrão Accardo - Bragança Paulista - Brasil);REPORTAGEM ESPECIAL                       A PRÁTICA DOS PRINCÍPIOS DIVINOS COMO KUMITE MASCULINO;NULO;1. SE QUISERMOS ENTENDER O ENSINAMENTO, PRECISAMOS COLOCÁ-LO EM PRÁTICA (Ricardo Batista Vieira Lemos Lopes - Salvador - Brasil);NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;REPORTAGEM ESPECIAL                       A PRÁTICA DOS PRINCÍPIOS DIVINOS COMO KUMITE MASCULINO;NULO;NULO;NULO;NULO;NULO;1. SE QUISERMOS ENTENDER O ENSINAMENTO, PRECISAMOS COLOCÁ-LO EM PRÁTICA (Ricardo Batista Vieira Lemos Lopes - Salvador - Brasil)
179;117;DEZ;2006;NULO;PONHAM CORPO E ALMA EM TUDO O QUE FIZEREM;TODAS AS CRIATURAS PODEM SE INFLAMAR;"A ALVORADA DA CIVILIZAÇÃO ESPIRITUAL                                                                                        . O verdadeiro significado de ""akatsuki""                                                                                             . O amanhecer do regresso ao Governo Divino                                                       . Despertem para seu verdadeiro registro espiritual                                                                                         ";A ESSÊNCIA DA CORRETA FÉ DIRIGIDA A DEUS                                           . Os mensageiros de Deus                                                                                 . Mantendo nosso sentimento mais profundo alinhado com a ordem correta;1. A EXPANSÃO DO CÍRCULO DA SALVAÇÃO (Helenita Suzana Diel - Porto Alegre - Brasil);"REPORTAGEM ESPECIAL (Grupo de Jovens do Setor Leste de Kanto)                                                                TER A META DE DSSE TORNAR UMA PESSOA QUE POSSA VERDADEIRAMENTE SERVIR A DEUS                                                                   1. O SONEN PARA VIVER COM HONRADEZ (Teruaki Kuboki - Kashima)                                                                                        2. A ""ASPIRAÇÃO"" SERÁ CONCRETIZADA, COM CERTEZA! (Kazue Hatayama - Hiratsuka)                                                                                          3. O ESFORÇO QUE NÃO ESMORECE E A PROTEÇÃO DE DEUS (Kaoru Fujino - Totigui)                                                                                     4. O REPÓRTER DE RÁDIO DOS YOKOSHI (Tomoyuki Nemoto - Totigui)                                                                                                5. NOVA PARTIDA COMO CIDADÃO (Yuta Kakudate - Narashino)";NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;"REPORTAGEM ESPECIAL (Grupo de Jovens do Setor Leste de Kanto)                                                                TER A META DE DSSE TORNAR UMA PESSOA QUE POSSA VERDADEIRAMENTE SERVIR A DEUS                                                                   1. O SONEN PARA VIVER COM HONRADEZ (Teruaki Kuboki - Kashima)                                                                                        2. A ""ASPIRAÇÃO"" SERÁ CONCRETIZADA, COM CERTEZA! (Kazue Hatayama - Hiratsuka)                                                                                          3. O ESFORÇO QUE NÃO ESMORECE E A PROTEÇÃO DE DEUS (Kaoru Fujino - Totigui)                                                                                     4. O REPÓRTER DE RÁDIO DOS YOKOSHI (Tomoyuki Nemoto - Totigui)                                                                                                5. NOVA PARTIDA COMO CIDADÃO (Yuta Kakudate - Narashino)";NULO;NULO;NULO;NULO;NULO;NULO
180;95;JAN/FEV;2005;NULO;GRATIDÃO PELA OPORTUNIDADE DE OFERECER SERVIÇOS A DEUS;FAZE O HOMEM ARREPENDER-SE DO EGOÍSMO E REGENERAR-SE;A PROMOÇÃO DE UMA CIÊNCIA MÉDICA ORIENTADA PARA O ESPÍRITO E A IMPORTÂNCIA DE PURIFICAR O ESPÍRITO;"VAMOS UNIR A HUMANIDADE, PROMOVENDO A VERDADE DE QUE ""A ORIGEM DO UNIVERSO É UMA SÓ""                                                                                                                                                            . O começo da Sukyo Mahikari na Europa e na África                                                                                                  . A prática da Arte Mahikari e a missão da Sukyo Mahikari                                                                                                        . Vamos unir a Humanidade, promovendo a verdade de que ""a origem do Universo é uma só""";1. O ESPÍRITO YAMATO EXPRESSO NO FILME DE HOLLYWOOD (Fumiyasu Daikyu - Sendai Taihaku - Tohoku - Japão)                                                                                                                         2. O VERDADEIRO ALTRUÍSMO É O DEMONSTRADO EM ATITUDES (Renata Walmery Sanchez - Santos - Brasil);NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
181;96;MAR;2005;NULO;TORNEM-SE PIONEIROS EM CONCEDER A SALVAÇÃO AO MUNDO;A ERA DO DEUS TYON;VAMOS, TODOS JUNTOS, PRATICAR OS PRINCÍPIOS DIVINOS COM UM SENTIMENTO MAIS PROFUNDO RADIANTE;NULO;1. TORNAR-SE UMA PESSOA QUE CONSEGUE SER ÚTIL À CONSTRUÇÃO DA CIVILIZAÇÃO ESPIRITUALISTA (Kikumi Sato - Yamagata - Japão)                                                                                                                                   2. A SALVAÇÃO DO PRÓXIMO PERMITIU-ME VENCER UMA GRANDE BATALHA (Hilda Kok - Lima - Peru)                                                                                                                             3. DE BRAÇOS DADOS COM DEUS, É MAIS FÁCIL SUPERAR AS DIFICULDADES (Yane Pérez de Brito  Caracas- Venezuela)                                                                                                                4. A EXPANSÃO DA ARTE MAHIKARI NA ÁREA MÉDICA (Maria Elisa Bertucci Andrade - São Paulo - Brasil);NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
182;97;ABR;2005;NULO;A ÉPOCA DA PLENITUDE;"A VIA SECRETA PARA SE TORNAREM ""OS FILHOS ESCOLHIDOS""";É CHEGADO O TEMPO DOS CÉUS, PARA CUMPRIR A VONTADE DE DEUS SU E DOS DEUSES PRINCIPAIS                                                                                                                                   . O trabalho divino do deus Kuniyorozu Tsukurinushi e a grande transgressão contra os Céus                                                                             . Purificando-se a nascente, também a foz se purifica                                                   . A purificação da Terra da Origem Espiritual, que é um mapa-mundi em miniatura;CRIEM UMA CIVILIZAÇÃO PACÍFICA E ESTÁVEL, BASEADA NAS LEIS UNIVERSAIS                                                                                                                        . A paz mundial e a interconexão entre os mundos divino, astral e físico                                                                                                                         . A importância das cerimônias oferecidas a Deus                                                                                                         . Vamos por um fim à história de conflitos humanos, mudando noss sentimento mais profundo e adotando os Princípios Divinos                            ;NULO;FORMANDO OS DEZ MIL HABITANTES DA CIVILIZAÇÃO ESPIRITUALISTA                                                                                                                              1. RUMO AO GRANDE ENCONTRO NO SUZA! (Claudio Luis Cecilio - São Joaquim - Brasil);NULO;ENSINAMENTO DO ODAIRISAMA PARA OS JOVENS                                                                     JOVENS, DEFINAM UM OBJETIVO  NA VIDA!;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;FORMANDO OS DEZ MIL HABITANTES DA CIVILIZAÇÃO ESPIRITUALISTA                                                                                                                              1. RUMO AO GRANDE ENCONTRO NO SUZA! (Claudio Luis Cecilio - São Joaquim - Brasil);NULO;NULO;NULO;NULO;NULO;ENSINAMENTO DO ODAIRISAMA PARA OS JOVENS                                                                     JOVENS, DEFINAM UM OBJETIVO  NA VIDA!
183;98;MAI;2005;NULO;CULTIVEM A CONSCIÊNCIA DE QUE AS BENÇÃOS MATERIAIS QUE RECEBEMOS DE DEUS SÃOMUITO PRECIOSAS;CONSERVEM A VERDADEIRA NATUREZA DE FILHO DE DEUS;DEUS SU É O SENHOR DE TODA A CRIAÇÃO                 (Explicação do Livro de Orações - Parte 13)                                                                                                                            . A Luz de Deus avança em Okinawa e Kyushu                                                                                                 . Deus SU, a fonte de todas as forças                                                                                                                  . Ecossistema, um sistema complexo e requintado                                                                       . Os ciclos naturais e como a Natureza mantém o equilíbrio                                         ;NULO;1. A PRÁTICA DOS DEZ ITENS DA LEI DA VERDADE CONSTITUI UM IMPORTANTE TESOURO (Atsuko Enjo - Kurume - Fukuoka - Japão)                                                                                                                            2. O GRANDE PRIVILÉGIO DE SER PRATICANTE DA ARTE MAHIKARI (Luiz Adolfo Elia - São Paulo - Brasil)                                                                                                     3. A CONCRETIZAÇÃO DO PARAÍSO TERRESTRE ESTÁ PRÓXIMA (Jane Goreth de Araújo Corrêa - São Paulo -Brasil)                                                                                                                 4. O MAIS IMPORTANTE É ACUMULAR EXPERIÊNCIAS ESPIRITUAIS (Gerardo Ferreira - Caracas - Venezuela);NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO
184;99;JUN;2005;NULO;INCORPOREM OS PRINCÍPIOS DIVINOS;A EDIFICAÇÃO DA NOVA E VERDADEIRA ERA;A FONTE DA SABEDORIA ESPIRITUAL                               (Explicação do Livro de Orações - Parte 14)                                                                                             . A proteção de Deus durante o terremoto no mar de Guenkai                                                                                                                                     . O significado espiritual do caminho da sabedoria espiritual (miti)                                                                                                                                                 . A Intenção do Universo                                                                                                                              . Deus é Luz          ;VIVER DE ACORDO COM O PLANO DIVINO É O DESTINO DA HUMANIDADE                                          . Altos e baixos na vida                                                                                                          . O destino dos seres humanos                                                                                                                                                    . Aqueles que se esforçam para cumprir a Vontade Divina são os verdadeiros filhos escolhidos;NULO;2º GRANDE ENCONTRO NACIONAL DOS PRATICANTES DA LEI DA VERDADE                                                1. A UNIÃO EM GRUPO ENCORAJA A PRÁTICA (Marco Aurélio Giovani Visconti - São Paulo - Brasil) Mtai                                                                                                                            2. GRAÇAS À PRÁTICA DOS DEZ ITENS, RECEBI A PERMISSÃO DE ENCAMINHAR (Liliana Romero de Bonila - México);NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;NULO;2º GRANDE ENCONTRO NACIONAL DOS PRATICANTES DA LEI DA VERDADE                                                1. A UNIÃO EM GRUPO ENCORAJA A PRÁTICA (Marco Aurélio Giovani Visconti - São Paulo - Brasil) Mtai                                                                                                                            2. GRAÇAS À PRÁTICA DOS DEZ ITENS, RECEBI A PERMISSÃO DE ENCAMINHAR (Liliana Romero de Bonila - México);NULO;NULO;NULO;NULO;NULO;NULO
